Invoice_ID,City,Customer_type,Gender,Product_line,Quantity,Date
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,2,3/19/2019
448-34-8700,Mandalay,Member,Male,Home and lifestyle,7,02/10/2019
153-58-4872,Naypyitaw,Member,Female,Food and beverages,4,03/01/2019
662-72-2873,Yangon,Normal,Female,Food and beverages,5,01/06/2019
430-53-4718,Mandalay,Member,Male,Health and beauty,8,1/28/2019
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,6,03/11/2019
725-56-0833,Yangon,Normal,Female,Health and beauty,10,2/20/2019
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,9,1/27/2019
437-53-3084,Mandalay,Normal,Male,Fashion accessories,2,2/26/2019
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,3,2/15/2019
834-45-5519,Mandalay,Normal,Female,Electronic accessories,4,1/31/2019
563-36-9814,Yangon,Member,Male,Electronic accessories,1,2/13/2019
308-47-4913,Yangon,Member,Female,Sports and travel,10,03/09/2019
885-17-6250,Yangon,Normal,Female,Health and beauty,1,03/06/2019
726-27-2396,Yangon,Normal,Female,Health and beauty,5,1/24/2019
316-01-3952,Yangon,Normal,Female,Food and beverages,5,3/13/2019
418-02-5978,Mandalay,Normal,Female,Health and beauty,9,02/11/2019
676-10-2200,Mandalay,Member,Male,Fashion accessories,1,02/03/2019
883-69-1285,Mandalay,Member,Male,Fashion accessories,2,03/06/2019
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,6,3/25/2019
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,4,03/12/2019
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,1,02/04/2019
120-54-2248,Mandalay,Normal,Female,Food and beverages,5,1/22/2019
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,7,2/16/2019
882-40-4577,Yangon,Member,Male,Sports and travel,4,1/19/2019
732-67-5346,Yangon,Normal,Male,Food and beverages,5,01/11/2019
425-85-2085,Mandalay,Member,Male,Health and beauty,5,3/29/2019
256-08-8343,Yangon,Normal,Female,Home and lifestyle,4,03/04/2019
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,5,1/28/2019
174-64-0215,Mandalay,Normal,Male,Sports and travel,10,03/05/2019
616-87-0016,Mandalay,Normal,Male,Fashion accessories,7,03/09/2019
132-23-6451,Yangon,Member,Male,Health and beauty,5,01/04/2019
696-90-2548,Yangon,Normal,Male,Sports and travel,3,03/10/2019
472-15-9636,Yangon,Normal,Male,Home and lifestyle,8,3/22/2019
525-88-7307,Mandalay,Member,Male,Sports and travel,1,1/31/2019
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,4,01/08/2019
186-09-3669,Naypyitaw,Member,Female,Health and beauty,1,1/22/2019
811-35-1094,Mandalay,Member,Male,Electronic accessories,6,02/06/2019
745-71-3520,Yangon,Member,Female,Electronic accessories,7,02/04/2019
266-76-6436,Naypyitaw,Member,Female,Food and beverages,3,3/28/2019
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,3,1/23/2019
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,10,02/08/2019
457-13-1708,Mandalay,Member,Male,Fashion accessories,10,01/08/2019
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,1,03/09/2019
191-29-0321,Mandalay,Member,Female,Fashion accessories,10,2/27/2019
269-10-8440,Yangon,Member,Male,Health and beauty,7,1/21/2019
142-63-6033,Mandalay,Normal,Male,Home and lifestyle,5,3/20/2019
152-08-9985,Mandalay,Member,Male,Health and beauty,9,03/12/2019
325-77-6186,Yangon,Member,Female,Home and lifestyle,10,03/08/2019
269-04-5750,Mandalay,Member,Male,Fashion accessories,4,2/21/2019
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,2,03/08/2019
459-50-7686,Yangon,Normal,Female,Electronic accessories,6,1/13/2019
359-90-3665,Mandalay,Member,Female,Fashion accessories,4,1/14/2019
466-61-5506,Mandalay,Member,Female,Electronic accessories,6,2/26/2019
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,9,3/19/2019
257-73-1380,Naypyitaw,Member,Male,Sports and travel,4,1/20/2019
345-08-4992,Yangon,Normal,Male,Home and lifestyle,6,03/08/2019
549-96-4200,Naypyitaw,Member,Male,Food and beverages,4,03/08/2019
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,8,02/07/2019
450-28-2866,Naypyitaw,Member,Male,Food and beverages,5,1/15/2019
241-11-2261,Mandalay,Normal,Female,Fashion accessories,7,01/10/2019
138-17-5109,Yangon,Member,Female,Home and lifestyle,9,1/15/2019
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,1,01/08/2019
301-11-9629,Yangon,Normal,Female,Sports and travel,7,1/15/2019
364-33-8584,Mandalay,Member,Female,Food and beverages,5,03/08/2019
235-46-8343,Naypyitaw,Member,Male,Food and beverages,10,2/14/2019
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,3,03/10/2019
355-34-6244,Mandalay,Normal,Male,Food and beverages,2,1/13/2019
866-05-7563,Mandalay,Member,Female,Electronic accessories,3,02/09/2019
848-07-1692,Mandalay,Normal,Female,Health and beauty,2,01/12/2019
836-82-5858,Mandalay,Member,Male,Health and beauty,9,1/26/2019
727-17-0390,Yangon,Normal,Female,Food and beverages,5,3/16/2019
568-88-3448,Yangon,Normal,Male,Health and beauty,1,03/03/2019
187-83-5490,Yangon,Member,Male,Electronic accessories,4,1/31/2019
875-46-5808,Mandalay,Member,Male,Health and beauty,10,02/06/2019
396-90-2219,Mandalay,Normal,Female,Electronic accessories,8,2/23/2019
283-79-9594,Mandalay,Normal,Female,Food and beverages,7,1/25/2019
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,10,1/27/2019
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,1,2/23/2019
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,5,02/03/2019
339-12-4827,Mandalay,Member,Female,Fashion accessories,1,01/05/2019
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,4,02/03/2019
320-32-8842,Naypyitaw,Member,Female,Food and beverages,1,3/17/2019
470-32-9057,Yangon,Member,Male,Food and beverages,5,3/28/2019
878-30-2331,Naypyitaw,Member,Female,Sports and travel,10,03/02/2019
440-59-5691,Naypyitaw,Member,Female,Health and beauty,7,02/08/2019
518-71-6847,Mandalay,Member,Male,Food and beverages,6,2/26/2019
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,1,02/09/2019
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,1,2/15/2019
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,6,1/23/2019
340-21-9136,Yangon,Member,Female,Sports and travel,4,1/25/2019
405-31-3305,Yangon,Member,Male,Fashion accessories,10,02/02/2019
641-62-7288,Mandalay,Normal,Male,Home and lifestyle,6,3/24/2019
676-39-6028,Yangon,Member,Female,Electronic accessories,5,3/30/2019
502-05-1910,Yangon,Normal,Male,Health and beauty,3,2/25/2019
485-30-8700,Yangon,Normal,Female,Sports and travel,5,3/18/2019
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,4,03/07/2019
529-56-3974,Mandalay,Member,Male,Electronic accessories,4,03/09/2019
575-67-1508,Yangon,Normal,Male,Electronic accessories,1,1/29/2019
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,8,02/02/2019
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,10,2/15/2019
674-15-9296,Yangon,Normal,Male,Sports and travel,5,01/08/2019
747-58-7183,Mandalay,Normal,Male,Fashion accessories,3,02/09/2019
493-65-6248,Naypyitaw,Member,Female,Sports and travel,10,01/01/2019
182-88-2763,Mandalay,Member,Male,Food and beverages,3,3/20/2019
375-72-3056,Mandalay,Normal,Male,Sports and travel,3,1/19/2019
795-49-7276,Yangon,Normal,Male,Fashion accessories,4,3/23/2019
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,1,1/30/2019
831-64-0259,Mandalay,Normal,Female,Fashion accessories,5,2/22/2019
590-83-4591,Mandalay,Member,Male,Electronic accessories,6,2/17/2019
510-09-5628,Yangon,Member,Female,Fashion accessories,10,3/15/2019
730-61-8757,Mandalay,Member,Male,Health and beauty,4,1/25/2019
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,10,03/05/2019
552-44-5977,Mandalay,Member,Male,Health and beauty,8,01/03/2019
346-12-3257,Mandalay,Member,Male,Electronic accessories,9,03/04/2019
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,2,01/01/2019
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,6,1/27/2019
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,8,02/02/2019
420-18-8989,Yangon,Member,Female,Sports and travel,8,02/02/2019
514-37-2845,Mandalay,Normal,Male,Fashion accessories,2,3/20/2019
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,1,01/05/2019
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,2,1/27/2019
241-96-5076,Mandalay,Member,Female,Home and lifestyle,2,01/08/2019
135-13-8269,Mandalay,Member,Female,Food and beverages,2,1/26/2019
726-29-6793,Yangon,Member,Male,Electronic accessories,8,1/28/2019
284-34-9626,Mandalay,Normal,Female,Home and lifestyle,3,02/11/2019
636-17-0325,Mandalay,Normal,Male,Health and beauty,4,2/25/2019
261-12-8671,Mandalay,Normal,Female,Fashion accessories,2,1/25/2019
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,6,02/09/2019
598-06-7312,Mandalay,Member,Male,Fashion accessories,1,2/16/2019
209-61-0206,Yangon,Normal,Female,Home and lifestyle,5,01/05/2019
595-27-4851,Yangon,Normal,Female,Fashion accessories,7,1/27/2019
189-52-0236,Yangon,Normal,Male,Electronic accessories,7,3/14/2019
503-07-0930,Naypyitaw,Member,Male,Sports and travel,7,2/23/2019
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,1,3/18/2019
559-61-5987,Mandalay,Normal,Female,Health and beauty,1,1/14/2019
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,5,1/22/2019
220-28-1851,Yangon,Normal,Male,Home and lifestyle,2,03/01/2019
600-38-9738,Naypyitaw,Member,Male,Sports and travel,5,1/17/2019
354-25-5821,Mandalay,Member,Female,Sports and travel,6,02/08/2019
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,6,3/20/2019
609-81-8548,Yangon,Member,Female,Home and lifestyle,6,02/06/2019
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,2,01/01/2019
534-01-4457,Yangon,Normal,Male,Food and beverages,6,1/27/2019
719-89-8991,Yangon,Member,Female,Sports and travel,5,2/25/2019
390-80-5128,Mandalay,Member,Female,Health and beauty,1,1/28/2019
132-32-9879,Mandalay,Member,Female,Electronic accessories,4,03/09/2019
286-75-7818,Mandalay,Normal,Male,Fashion accessories,2,1/31/2019
827-77-7633,Yangon,Normal,Male,Sports and travel,9,2/17/2019
287-83-1405,Yangon,Normal,Male,Health and beauty,6,02/12/2019
435-13-4908,Yangon,Member,Male,Fashion accessories,8,1/24/2019
779-42-2410,Mandalay,Member,Male,Food and beverages,3,2/20/2019
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,9,3/26/2019
892-05-6689,Yangon,Normal,Female,Home and lifestyle,5,03/11/2019
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,7,02/07/2019
238-45-6950,Mandalay,Member,Male,Food and beverages,1,03/01/2019
643-38-7867,Yangon,Normal,Male,Home and lifestyle,1,03/07/2019
308-81-0538,Yangon,Normal,Female,Fashion accessories,4,2/25/2019
358-88-9262,Naypyitaw,Member,Female,Food and beverages,6,02/01/2019
460-35-4390,Yangon,Normal,Male,Home and lifestyle,3,1/22/2019
343-87-0864,Naypyitaw,Member,Male,Health and beauty,1,01/03/2019
449-27-2918,Mandalay,Member,Female,Sports and travel,1,3/26/2019
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,6,1/28/2019
499-27-7781,Mandalay,Normal,Female,Food and beverages,8,3/14/2019
761-49-0439,Mandalay,Member,Female,Electronic accessories,8,1/19/2019
647-50-1224,Yangon,Normal,Female,Fashion accessories,10,01/12/2019
541-48-8554,Yangon,Normal,Male,Sports and travel,9,01/07/2019
741-73-3559,Mandalay,Normal,Male,Sports and travel,5,2/27/2019
213-32-1216,Yangon,Normal,Female,Electronic accessories,6,1/23/2019
198-66-9832,Mandalay,Member,Female,Fashion accessories,2,02/04/2019
868-52-7573,Mandalay,Normal,Female,Food and beverages,5,1/14/2019
343-61-3544,Mandalay,Member,Male,Sports and travel,10,1/29/2019
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,6,03/07/2019
134-75-2619,Yangon,Member,Male,Electronic accessories,7,3/25/2019
602-16-6955,Mandalay,Normal,Female,Sports and travel,10,1/24/2019
173-50-1108,Mandalay,Member,Female,Sports and travel,4,2/13/2019
283-26-5248,Naypyitaw,Member,Female,Food and beverages,10,1/30/2019
712-39-0363,Yangon,Member,Male,Food and beverages,6,01/02/2019
218-59-9410,Yangon,Member,Female,Home and lifestyle,3,3/29/2019
268-27-6179,Mandalay,Member,Female,Fashion accessories,8,03/09/2019
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,10,02/11/2019
190-59-3964,Mandalay,Member,Male,Food and beverages,5,02/03/2019
760-90-2357,Yangon,Member,Male,Electronic accessories,6,3/20/2019
226-34-0034,Mandalay,Normal,Female,Electronic accessories,4,01/10/2019
698-98-5964,Yangon,Normal,Female,Food and beverages,10,1/17/2019
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,10,02/03/2019
651-88-7328,Yangon,Normal,Female,Fashion accessories,9,01/01/2019
608-05-3804,Mandalay,Member,Male,Electronic accessories,1,2/25/2019
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,7,03/02/2019
276-54-0879,Mandalay,Normal,Male,Sports and travel,4,03/12/2019
430-02-3888,Mandalay,Normal,Male,Electronic accessories,6,02/07/2019
239-48-4278,Yangon,Member,Male,Food and beverages,7,03/10/2019
374-38-5555,Mandalay,Normal,Female,Fashion accessories,5,02/07/2019
550-84-8664,Yangon,Normal,Male,Sports and travel,5,3/22/2019
632-32-4574,Mandalay,Normal,Male,Sports and travel,8,3/20/2019
191-10-6171,Mandalay,Normal,Female,Fashion accessories,7,1/25/2019
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,4,1/14/2019
797-88-0493,Yangon,Normal,Female,Health and beauty,4,3/26/2019
182-69-8360,Mandalay,Normal,Female,Electronic accessories,4,1/30/2019
390-31-6381,Naypyitaw,Normal,Male,Food and beverages,3,01/07/2019
443-82-0585,Yangon,Member,Female,Health and beauty,4,02/01/2019
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,2,2/13/2019
458-61-0011,Mandalay,Normal,Male,Food and beverages,4,2/20/2019
154-74-7179,Mandalay,Normal,Male,Sports and travel,1,2/26/2019
127-47-6963,Yangon,Normal,Male,Health and beauty,4,03/09/2019
278-86-2735,Yangon,Normal,Female,Food and beverages,3,3/27/2019
695-28-6250,Yangon,Normal,Female,Sports and travel,5,02/04/2019
379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,10,3/14/2019
227-50-3718,Yangon,Normal,Male,Health and beauty,5,03/04/2019
302-15-2162,Naypyitaw,Member,Male,Health and beauty,6,03/03/2019
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,7,1/27/2019
560-49-6611,Yangon,Member,Female,Sports and travel,1,02/07/2019
880-35-0356,Yangon,Member,Female,Sports and travel,3,02/05/2019
711-31-1234,Mandalay,Normal,Female,Electronic accessories,4,3/16/2019
149-71-6266,Mandalay,Member,Male,Sports and travel,9,1/28/2019
152-68-2907,Yangon,Normal,Male,Food and beverages,3,2/15/2019
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,9,2/17/2019
258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,5,1/26/2019
334-64-2006,Yangon,Member,Female,Home and lifestyle,2,3/24/2019
219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,1,1/23/2019
881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,1,1/26/2019
373-09-4567,Naypyitaw,Normal,Male,Food and beverages,10,3/14/2019
608-27-6295,Mandalay,Member,Male,Electronic accessories,6,1/19/2019
484-22-8230,Naypyitaw,Member,Female,Fashion accessories,7,01/08/2019
573-10-3877,Mandalay,Member,Male,Health and beauty,1,03/12/2019
559-98-9873,Yangon,Member,Female,Fashion accessories,7,02/10/2019
544-32-5024,Naypyitaw,Member,Female,Food and beverages,4,3/28/2019
318-12-0304,Yangon,Normal,Male,Fashion accessories,1,1/23/2019
582-52-8065,Mandalay,Normal,Female,Fashion accessories,9,2/22/2019
421-95-9805,Yangon,Normal,Female,Electronic accessories,1,02/07/2019
277-35-5865,Naypyitaw,Member,Female,Food and beverages,9,03/09/2019
369-82-2676,Mandalay,Normal,Male,Electronic accessories,5,1/15/2019
284-54-4231,Naypyitaw,Member,Male,Sports and travel,1,1/19/2019
443-59-0061,Yangon,Member,Male,Food and beverages,10,02/03/2019
509-29-3912,Yangon,Member,Female,Sports and travel,9,3/20/2019
505-02-0892,Mandalay,Member,Male,Health and beauty,8,2/25/2019
840-19-2096,Naypyitaw,Member,Male,Electronic accessories,5,3/14/2019
828-46-6863,Yangon,Member,Male,Food and beverages,6,1/23/2019
641-96-3695,Naypyitaw,Member,Female,Fashion accessories,6,02/07/2019
420-97-3340,Yangon,Normal,Female,Food and beverages,3,3/28/2019
436-54-4512,Yangon,Member,Female,Food and beverages,1,3/20/2019
571-94-0759,Mandalay,Member,Female,Food and beverages,10,01/08/2019
431-66-2305,Mandalay,Normal,Female,Electronic accessories,9,2/15/2019
794-32-2436,Mandalay,Member,Male,Electronic accessories,2,3/27/2019
452-04-8808,Mandalay,Normal,Male,Electronic accessories,7,1/26/2019
816-57-2053,Yangon,Normal,Male,Sports and travel,2,03/09/2019
457-94-0464,Mandalay,Member,Male,Electronic accessories,9,1/31/2019
856-66-2701,Yangon,Member,Male,Home and lifestyle,3,1/25/2019
308-39-1707,Yangon,Normal,Female,Fashion accessories,1,1/26/2019
149-61-1929,Yangon,Normal,Male,Sports and travel,10,1/19/2019
655-07-2265,Yangon,Normal,Male,Electronic accessories,3,03/05/2019
589-02-8023,Yangon,Member,Male,Food and beverages,2,1/15/2019
834-83-1826,Mandalay,Member,Female,Home and lifestyle,5,2/25/2019
679-22-6530,Mandalay,Normal,Female,Sports and travel,2,1/17/2019
641-43-2399,Mandalay,Normal,Male,Home and lifestyle,4,1/26/2019
610-46-4100,Yangon,Normal,Male,Health and beauty,7,03/03/2019
318-81-2368,Naypyitaw,Normal,Female,Electronic accessories,1,3/19/2019
560-30-5617,Mandalay,Normal,Female,Sports and travel,5,3/24/2019
149-15-7606,Mandalay,Member,Male,Sports and travel,9,03/06/2019
453-63-6187,Mandalay,Normal,Male,Electronic accessories,3,03/01/2019
155-45-3814,Naypyitaw,Member,Female,Electronic accessories,8,3/19/2019
351-62-0822,Mandalay,Member,Female,Fashion accessories,4,02/06/2019
131-15-8856,Naypyitaw,Member,Female,Food and beverages,8,3/30/2019
273-84-2164,Naypyitaw,Member,Male,Electronic accessories,5,2/16/2019
706-36-6154,Yangon,Member,Male,Home and lifestyle,9,1/18/2019
778-89-7974,Naypyitaw,Normal,Male,Health and beauty,6,3/30/2019
313-66-9943,Mandalay,Member,Female,Food and beverages,3,3/27/2019
859-71-0933,Naypyitaw,Member,Female,Sports and travel,2,1/16/2019
740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,10,2/24/2019
545-46-3100,Mandalay,Member,Female,Electronic accessories,3,03/12/2019
510-79-0415,Mandalay,Member,Female,Sports and travel,6,1/24/2019
742-04-5161,Yangon,Member,Male,Home and lifestyle,10,02/03/2019
695-09-5146,Mandalay,Member,Female,Food and beverages,3,2/23/2019
318-68-5053,Mandalay,Normal,Female,Health and beauty,6,2/27/2019
169-52-4504,Yangon,Normal,Female,Electronic accessories,3,3/14/2019
250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,1,2/27/2019
562-12-5430,Yangon,Member,Female,Fashion accessories,3,1/18/2019
816-72-8853,Yangon,Member,Female,Sports and travel,5,1/29/2019
491-38-3499,Yangon,Member,Male,Fashion accessories,1,2/26/2019
321-49-7382,Mandalay,Member,Male,Sports and travel,1,2/15/2019
842-29-4695,Naypyitaw,Member,Male,Sports and travel,7,1/16/2019
751-15-6198,Mandalay,Normal,Male,Sports and travel,6,01/12/2019
641-51-2661,Naypyitaw,Member,Female,Food and beverages,10,02/12/2019
714-02-3114,Naypyitaw,Normal,Female,Sports and travel,2,2/21/2019
518-17-2983,Yangon,Normal,Female,Fashion accessories,4,02/04/2019
279-74-2924,Mandalay,Member,Male,Electronic accessories,1,01/04/2019
242-11-3142,Mandalay,Member,Male,Fashion accessories,2,2/24/2019
408-66-6712,Naypyitaw,Member,Female,Health and beauty,6,2/16/2019
777-67-2495,Mandalay,Normal,Male,Home and lifestyle,3,2/22/2019
588-47-8641,Yangon,Member,Male,Fashion accessories,10,1/14/2019
414-12-7047,Mandalay,Normal,Male,Food and beverages,8,1/18/2019
690-01-6631,Mandalay,Normal,Male,Fashion accessories,10,2/22/2019
556-41-6224,Naypyitaw,Normal,Male,Health and beauty,8,2/15/2019
811-03-8790,Yangon,Normal,Female,Electronic accessories,10,03/01/2019
509-10-0516,Mandalay,Normal,Male,Home and lifestyle,4,02/09/2019
542-41-0513,Mandalay,Member,Female,Electronic accessories,4,3/15/2019
274-05-5470,Yangon,Member,Female,Food and beverages,4,2/23/2019
648-94-3045,Naypyitaw,Normal,Male,Health and beauty,10,02/07/2019
130-67-4723,Yangon,Member,Male,Food and beverages,6,01/11/2019
241-72-9525,Mandalay,Normal,Male,Sports and travel,10,2/16/2019
692-92-5582,Mandalay,Member,Female,Food and beverages,3,2/20/2019
370-96-0655,Naypyitaw,Normal,Female,Fashion accessories,6,01/09/2019
105-10-6182,Yangon,Member,Male,Fashion accessories,2,2/27/2019
790-29-1172,Mandalay,Normal,Female,Food and beverages,3,03/10/2019
770-42-8960,Mandalay,Normal,Male,Food and beverages,8,01/01/2019
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,9,02/07/2019
648-83-1321,Yangon,Member,Male,Home and lifestyle,10,1/16/2019
173-57-2300,Naypyitaw,Member,Male,Sports and travel,2,3/13/2019
305-03-2383,Yangon,Normal,Female,Food and beverages,3,2/15/2019
394-55-6384,Naypyitaw,Member,Female,Sports and travel,9,1/25/2019
266-20-6657,Naypyitaw,Member,Male,Food and beverages,7,03/12/2019
689-05-1884,Yangon,Member,Male,Health and beauty,10,03/04/2019
196-01-2849,Naypyitaw,Member,Female,Fashion accessories,7,02/10/2019
372-62-5264,Naypyitaw,Normal,Female,Food and beverages,9,1/16/2019
800-09-8606,Yangon,Member,Female,Home and lifestyle,5,1/29/2019
182-52-7000,Yangon,Member,Female,Sports and travel,4,01/01/2019
477-24-6490,Mandalay,Normal,Female,Health and beauty,6,2/26/2019
868-06-0466,Yangon,Member,Male,Electronic accessories,9,2/19/2019
751-41-9720,Naypyitaw,Normal,Male,Home and lifestyle,10,01/12/2019
626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,8,02/07/2019
134-54-4720,Mandalay,Normal,Female,Electronic accessories,8,1/30/2019
574-80-1489,Mandalay,Member,Female,Food and beverages,4,2/25/2019
139-20-0155,Mandalay,Member,Male,Electronic accessories,10,1/24/2019
186-79-9562,Mandalay,Normal,Male,Health and beauty,7,3/29/2019
433-75-6987,Mandalay,Member,Female,Health and beauty,7,03/05/2019
817-69-8206,Mandalay,Normal,Female,Electronic accessories,9,03/02/2019
162-65-8559,Naypyitaw,Member,Male,Food and beverages,1,1/21/2019
760-27-5490,Naypyitaw,Normal,Male,Fashion accessories,8,1/20/2019
445-30-9252,Yangon,Normal,Male,Sports and travel,3,1/17/2019
786-94-2700,Yangon,Member,Male,Food and beverages,6,2/28/2019
728-88-7867,Naypyitaw,Member,Female,Home and lifestyle,4,3/19/2019
183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,9,2/19/2019
268-20-3585,Naypyitaw,Normal,Female,Health and beauty,9,02/04/2019
735-32-9839,Naypyitaw,Member,Male,Fashion accessories,8,1/31/2019
258-92-7466,Yangon,Normal,Female,Health and beauty,5,02/06/2019
857-16-3520,Yangon,Member,Female,Fashion accessories,7,3/28/2019
482-17-1179,Yangon,Member,Male,Electronic accessories,3,1/19/2019
788-21-5741,Yangon,Normal,Male,Fashion accessories,3,2/17/2019
244-08-0162,Mandalay,Normal,Female,Health and beauty,10,01/02/2019
479-26-8945,Mandalay,Member,Female,Sports and travel,2,02/05/2019
678-79-0726,Naypyitaw,Member,Female,Sports and travel,9,1/18/2019
370-41-7321,Mandalay,Member,Male,Health and beauty,9,2/27/2019
592-46-1692,Naypyitaw,Member,Female,Food and beverages,7,01/11/2019
895-03-6665,Mandalay,Normal,Female,Fashion accessories,9,2/16/2019
149-14-0304,Naypyitaw,Member,Female,Health and beauty,8,02/06/2019
442-44-6497,Naypyitaw,Member,Male,Home and lifestyle,3,01/08/2019
109-28-2512,Mandalay,Member,Female,Fashion accessories,6,01/07/2019
210-74-9613,Naypyitaw,Normal,Male,Fashion accessories,4,3/16/2019
174-75-0888,Mandalay,Normal,Male,Electronic accessories,9,3/14/2019
247-11-2470,Yangon,Member,Female,Fashion accessories,4,03/01/2019
635-28-5728,Yangon,Normal,Male,Health and beauty,3,2/28/2019
756-49-0168,Yangon,Member,Male,Fashion accessories,1,02/08/2019
311-13-6971,Mandalay,Member,Male,Sports and travel,10,2/20/2019
837-55-7229,Mandalay,Normal,Female,Fashion accessories,1,2/22/2019
607-65-2441,Naypyitaw,Member,Male,Health and beauty,10,03/10/2019
386-27-7606,Naypyitaw,Member,Female,Home and lifestyle,7,3/23/2019
137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,10,1/29/2019
346-84-3103,Mandalay,Member,Female,Electronic accessories,5,03/02/2019
805-86-0265,Yangon,Normal,Male,Home and lifestyle,9,3/20/2019
733-29-1227,Naypyitaw,Normal,Male,Home and lifestyle,7,3/23/2019
451-73-2711,Naypyitaw,Normal,Male,Food and beverages,1,1/14/2019
373-14-0504,Yangon,Member,Female,Sports and travel,2,02/12/2019
546-80-2899,Yangon,Member,Male,Home and lifestyle,2,2/20/2019
345-68-9016,Naypyitaw,Member,Female,Sports and travel,8,01/02/2019
390-17-5806,Naypyitaw,Member,Female,Food and beverages,1,02/02/2019
734-91-1155,Mandalay,Normal,Female,Electronic accessories,3,3/26/2019
664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,5,1/30/2019
291-21-5991,Mandalay,Member,Male,Health and beauty,5,3/29/2019
314-23-4520,Naypyitaw,Member,Male,Health and beauty,7,1/15/2019
843-01-4703,Mandalay,Member,Female,Home and lifestyle,9,01/05/2019
585-86-8361,Yangon,Normal,Female,Food and beverages,5,02/03/2019
807-14-7833,Yangon,Member,Female,Electronic accessories,10,2/22/2019
608-04-3797,Mandalay,Member,Female,Health and beauty,8,03/05/2019
288-38-3758,Naypyitaw,Member,Female,Fashion accessories,3,1/25/2019
652-43-6591,Yangon,Normal,Female,Fashion accessories,8,03/09/2019
656-16-1063,Mandalay,Normal,Male,Sports and travel,3,01/04/2019
406-46-7107,Yangon,Normal,Female,Home and lifestyle,6,01/11/2019
250-17-5703,Yangon,Member,Male,Food and beverages,10,2/27/2019
156-95-3964,Yangon,Normal,Female,Food and beverages,4,3/25/2019
578-80-7669,Mandalay,Normal,Male,Sports and travel,1,3/16/2019
733-01-9107,Mandalay,Normal,Male,Home and lifestyle,6,03/05/2019
410-67-1709,Yangon,Member,Female,Fashion accessories,8,1/20/2019
587-73-4862,Yangon,Member,Female,Health and beauty,5,3/26/2019
