Invoice_ID,City,Date,Payment,cogs,Profit,Unit_price,Total
222-42-0244,Mandalay,1/28/2019,Credit card,138.16,211.11,72.11,681.4395
633-09-3463,Naypyitaw,3/28/2019,Credit card,142.95,416.99,47.65,150.0975
715-20-1673,Mandalay,03/06/2019,Cash,138.48,211.2,28.38,148.995
873-95-4984,Mandalay,2/15/2019,Cash,139.02,215.08,76.9,565.215
188-55-0967,Mandalay,1/15/2019,Credit card,139.26,215.1,66.47,697.935
785-96-0615,Mandalay,2/17/2019,Ewallet,139.36,215.38,35.74,300.216
416-13-5917,Naypyitaw,1/30/2019,Ewallet,485.15,640.01,97.03,509.4075
150-89-8043,Yangon,2/14/2019,Cash,133.95,297.12,44.65,140.6475
135-84-8019,Yangon,2/27/2019,Ewallet,701.37,165.44,77.93,736.4385
441-94-7118,Yangon,02/04/2019,Cash,71.95,356.16,71.95,75.5475
725-96-3778,Naypyitaw,1/20/2019,Cash,714,629.12,89.25,749.7
531-80-1784,Yangon,3/28/2019,Cash,182.14,684.16,26.02,191.247
234-03-4040,Mandalay,03/03/2019,Credit card,141.9,216.3,73.05,767.025
860-79-0874,Naypyitaw,2/15/2019,Credit card,993,684.76,99.3,1042.65
834-61-8124,Yangon,1/26/2019,Cash,361.83,187.05,51.69,379.9215
707-32-7409,Mandalay,2/26/2019,Ewallet,144.08,218.68,95.54,401.268
133-77-3154,Mandalay,2/16/2019,Credit card,144.27,221.39,60.18,252.756
320-49-6392,Naypyitaw,03/04/2019,Cash,30.24,289.77,30.24,31.752
114-35-5271,Mandalay,02/07/2019,Cash,144.3,224.4,57.91,486.444
632-90-0281,Naypyitaw,03/08/2019,Credit card,375.5,74.7,37.55,394.275
554-42-2417,Naypyitaw,01/09/2019,Cash,954.4,328.72,95.44,1002.12
533-66-5566,Mandalay,01/12/2019,Cash,144.78,224.75,51.07,375.3645
650-98-6268,Mandalay,3/20/2019,Credit card,145.5,226.24,20.87,65.7405
612-36-5536,Yangon,2/17/2019,Credit card,647.68,56.2,80.96,680.064
605-72-4132,Naypyitaw,2/27/2019,Cash,755.76,655.68,94.47,793.548
471-41-2823,Naypyitaw,03/07/2019,Ewallet,199.58,125.4,99.79,209.559
462-67-9126,Yangon,1/21/2019,Cash,439.32,333.72,73.22,461.286
272-27-9238,Naypyitaw,2/19/2019,Cash,164.96,459.67,41.24,173.208
834-25-9262,Naypyitaw,01/06/2019,Cash,326.72,622.72,81.68,343.056
122-61-9553,Naypyitaw,3/14/2019,Cash,461.88,196.35,51.32,484.974
468-88-0009,Yangon,3/24/2019,Cash,263.76,658.53,65.94,276.948
613-59-9758,Naypyitaw,1/27/2019,Cash,143.6,555.45,14.36,150.78
254-31-0042,Yangon,03/06/2019,Credit card,193.5,362.25,21.5,203.175
176-64-7711,Mandalay,3/27/2019,Credit card,145.56,229.46,32.32,101.808
374-17-3652,Mandalay,02/05/2019,Credit card,147.04,234.39,42.82,404.649
730-70-9830,Naypyitaw,3/14/2019,Ewallet,420.66,216.45,70.11,441.693
382-25-8917,Naypyitaw,1/29/2019,Cash,252.48,78.54,42.08,265.104
422-29-8786,Yangon,01/03/2019,Credit card,335.45,72.4,67.09,352.2225
667-23-5919,Yangon,1/14/2019,Ewallet,483.5,295.23,96.7,507.675
845-51-0542,Mandalay,02/02/2019,Ewallet,147.8,235.84,46.55,439.8975
743-88-1662,Naypyitaw,2/22/2019,Ewallet,668.43,172.53,95.49,701.8515
595-86-2894,Naypyitaw,02/06/2019,Ewallet,387.92,179.48,96.98,407.316
827-44-5872,Mandalay,02/07/2019,Credit card,153.2,237.36,54.36,570.78
289-15-7034,Yangon,01/11/2019,Credit card,329.32,464.12,82.33,345.786
462-78-5240,Naypyitaw,3/19/2019,Cash,53.22,224.51,26.61,55.881
448-34-8700,Mandalay,02/10/2019,Ewallet,155.24,237.6,36.91,271.2885
153-58-4872,Naypyitaw,03/01/2019,Ewallet,299.56,337.44,74.89,314.538
662-72-2873,Yangon,01/06/2019,Ewallet,204.7,314.64,40.94,214.935
430-53-4718,Mandalay,1/28/2019,Credit card,156.84,243.32,75.37,633.108
689-16-9784,Naypyitaw,03/11/2019,Cash,280.62,462.21,46.77,294.651
725-56-0833,Yangon,2/20/2019,Credit card,323.2,314.24,32.32,339.36
394-41-0748,Naypyitaw,1/27/2019,Ewallet,486.63,702.26,54.07,510.9615
437-53-3084,Mandalay,2/26/2019,Ewallet,157.26,247.14,99.89,209.769
541-89-9860,Naypyitaw,2/15/2019,Cash,241.44,596.44,80.48,253.512
834-45-5519,Mandalay,1/31/2019,Ewallet,157.76,247.2,43,180.6
563-36-9814,Yangon,2/13/2019,Ewallet,76.82,269.55,76.82,80.661
308-47-4913,Yangon,03/09/2019,Credit card,522.6,382.4,52.26,548.73
885-17-6250,Yangon,03/06/2019,Ewallet,79.74,354.35,79.74,83.727
726-27-2396,Yangon,1/24/2019,Ewallet,387.5,753.58,77.5,406.875
316-01-3952,Yangon,3/13/2019,Ewallet,271.35,195.12,54.27,284.9175
418-02-5978,Mandalay,02/11/2019,Cash,158.32,247.8,84.09,794.6505
676-10-2200,Mandalay,02/03/2019,Ewallet,159.6,248,53.78,56.469
883-69-1285,Mandalay,03/06/2019,Credit card,162.74,250.7,49.92,104.832
110-05-6330,Naypyitaw,3/25/2019,Credit card,236.58,148.96,39.43,248.409
651-61-0874,Naypyitaw,03/12/2019,Credit card,184.88,73.85,46.22,194.124
236-86-3015,Naypyitaw,02/04/2019,Ewallet,13.98,98.98,13.98,14.679
120-54-2248,Mandalay,1/22/2019,Credit card,164.52,255.75,28.86,151.515
587-03-7455,Naypyitaw,2/16/2019,Ewallet,684.53,361.12,97.79,718.7565
882-40-4577,Yangon,1/19/2019,Credit card,269.04,198.12,67.26,282.492
732-67-5346,Yangon,01/11/2019,Credit card,68.95,63.28,13.79,72.3975
425-85-2085,Mandalay,3/29/2019,Ewallet,167.54,257.4,54.86,288.015
256-08-8343,Yangon,03/04/2019,Ewallet,226.12,899.13,56.53,237.426
372-26-1506,Naypyitaw,1/28/2019,Ewallet,119.1,66.4,23.82,125.055
174-64-0215,Mandalay,03/05/2019,Credit card,168.96,260.04,69.74,732.27
616-87-0016,Mandalay,03/09/2019,Credit card,171.81,264.96,95.54,702.219
132-23-6451,Yangon,01/04/2019,Cash,104.85,256.76,20.97,110.0925
696-90-2548,Yangon,03/10/2019,Ewallet,77.52,458.56,25.84,81.396
472-15-9636,Yangon,3/22/2019,Ewallet,407.44,965.78,50.93,427.812
525-88-7307,Mandalay,1/31/2019,Cash,172,265.65,75.82,79.611
750-57-9686,Naypyitaw,01/08/2019,Credit card,181.52,393.76,45.38,190.596
186-09-3669,Naypyitaw,1/22/2019,Ewallet,81.51,167.67,81.51,85.5855
811-35-1094,Mandalay,02/06/2019,Credit card,172.02,266.7,50.45,317.835
745-71-3520,Yangon,02/04/2019,Cash,176.54,88.77,25.22,185.367
266-76-6436,Naypyitaw,3/28/2019,Ewallet,115.8,305.28,38.6,121.59
740-22-2500,Naypyitaw,1/23/2019,Cash,252.15,470.09,84.05,264.7575
271-88-8734,Naypyitaw,02/08/2019,Credit card,972.1,501.72,97.21,1020.705
457-13-1708,Mandalay,01/08/2019,Credit card,172.45,267.54,65.23,684.915
489-64-4354,Naypyitaw,03/09/2019,Cash,16.28,162,16.28,17.094
191-29-0321,Mandalay,2/27/2019,Credit card,173.16,268.06,19.77,207.585
269-10-8440,Yangon,1/21/2019,Cash,372.19,214.97,53.17,390.7995
142-63-6033,Mandalay,3/20/2019,Ewallet,173.22,270.47,92.36,484.89
152-08-9985,Mandalay,03/12/2019,Credit card,174.9,270.84,64.36,608.202
325-77-6186,Yangon,03/08/2019,Ewallet,906.5,96.33,90.65,951.825
269-04-5750,Mandalay,2/21/2019,Cash,178.92,276.9,73.82,310.044
574-57-9721,Naypyitaw,03/08/2019,Ewallet,86.54,233.24,43.27,90.867
459-50-7686,Yangon,1/13/2019,Ewallet,140.76,258.31,23.46,147.798
359-90-3665,Mandalay,1/14/2019,Credit card,180.09,281.77,18.08,75.936
466-61-5506,Mandalay,2/26/2019,Cash,181.1,282.92,90.7,571.41
751-69-0068,Naypyitaw,3/19/2019,Ewallet,893.16,122.46,99.24,937.818
257-73-1380,Naypyitaw,1/20/2019,Ewallet,331.72,792,82.93,348.306
345-08-4992,Yangon,03/08/2019,Credit card,203.94,258.3,33.99,214.137
549-96-4200,Naypyitaw,03/08/2019,Ewallet,68.16,444.96,17.04,71.568
810-60-6344,Naypyitaw,02/07/2019,Credit card,326.88,216.6,40.86,343.224
450-28-2866,Naypyitaw,1/15/2019,Cash,87.2,74.4,17.44,91.56
241-11-2261,Mandalay,01/10/2019,Credit card,183.82,283.56,79.86,586.971
138-17-5109,Yangon,1/15/2019,Credit card,802.89,34.3,89.21,843.0345
192-98-7397,Naypyitaw,01/08/2019,Ewallet,12.78,313.12,12.78,13.419
301-11-9629,Yangon,1/15/2019,Cash,133.7,217.58,19.1,140.385
364-33-8584,Mandalay,03/08/2019,Cash,183.88,283.8,17.63,92.5575
235-46-8343,Naypyitaw,2/14/2019,Credit card,276.6,231,27.66,290.43
453-12-7053,Naypyitaw,03/10/2019,Credit card,137.22,848.4,45.74,144.081
355-34-6244,Mandalay,1/13/2019,Credit card,185.88,286.02,72.39,152.019
866-05-7563,Mandalay,02/09/2019,Cash,186.62,288.6,81.4,256.41
848-07-1692,Mandalay,01/12/2019,Ewallet,186.8,290.22,57.22,120.162
836-82-5858,Mandalay,1/26/2019,Ewallet,189.18,295.2,69.37,655.5465
727-17-0390,Yangon,3/16/2019,Ewallet,318.05,860.65,63.61,333.9525
568-88-3448,Yangon,03/03/2019,Ewallet,25,93.5,25,26.25
187-83-5490,Yangon,1/31/2019,Cash,83.08,821.78,20.77,87.234
875-46-5808,Mandalay,02/06/2019,Ewallet,194.22,295.68,25.9,271.95
396-90-2219,Mandalay,2/23/2019,Cash,197.7,297.92,14.96,125.664
283-79-9594,Mandalay,1/25/2019,Credit card,197.96,298.62,48.51,356.5485
325-90-8763,Naypyitaw,1/27/2019,Cash,465.7,699.19,46.57,488.985
729-46-7422,Naypyitaw,2/23/2019,Credit card,35.89,206.21,35.89,37.6845
639-76-1242,Naypyitaw,02/03/2019,Cash,202.6,101.4,40.52,212.73
339-12-4827,Mandalay,01/05/2019,Credit card,198.18,302.88,73.96,77.658
326-71-2155,Naypyitaw,02/03/2019,Cash,295.8,167.86,73.95,310.59
320-32-8842,Naypyitaw,3/17/2019,Cash,22.62,484,22.62,23.751
470-32-9057,Yangon,3/28/2019,Credit card,256.7,519.96,51.34,269.535
878-30-2331,Naypyitaw,03/02/2019,Credit card,545.5,412.02,54.55,572.775
440-59-5691,Naypyitaw,02/08/2019,Credit card,260.05,139.2,37.15,273.0525
518-71-6847,Mandalay,2/26/2019,Ewallet,198.5,303.2,26.6,167.58
746-19-0921,Naypyitaw,02/09/2019,Ewallet,21.58,208.08,21.58,22.659
233-34-0817,Naypyitaw,2/15/2019,Cash,98.84,216.96,98.84,103.782
767-05-1286,Naypyitaw,1/23/2019,Ewallet,502.62,80.32,83.77,527.751
340-21-9136,Yangon,1/25/2019,Cash,160.2,658.59,40.05,168.21
405-31-3305,Yangon,02/02/2019,Credit card,431.3,514.02,43.13,452.865
641-62-7288,Mandalay,3/24/2019,Ewallet,198.75,307.7,99.92,629.496
676-39-6028,Yangon,3/30/2019,Cash,322.2,359.55,64.44,338.31
502-05-1910,Yangon,2/25/2019,Credit card,195.54,790.4,65.18,205.317
485-30-8700,Yangon,3/18/2019,Credit card,166.3,251.37,33.26,174.615
598-47-9715,Naypyitaw,03/07/2019,Ewallet,336.28,255.6,84.07,353.094
529-56-3974,Mandalay,03/09/2019,Cash,199.78,308.44,25.51,107.142
575-67-1508,Yangon,1/29/2019,Ewallet,38.6,146.76,38.6,40.53
541-08-3113,Naypyitaw,02/02/2019,Cash,527.76,403.92,65.97,554.148
246-11-3901,Naypyitaw,2/15/2019,Cash,328,949.08,32.8,344.4
674-15-9296,Yangon,01/08/2019,Ewallet,185.7,195.17,37.14,194.985
747-58-7183,Mandalay,02/09/2019,Ewallet,202.56,308.91,57.27,180.4005
493-65-6248,Naypyitaw,01/01/2019,Credit card,369.8,491.92,36.98,388.29
182-88-2763,Mandalay,3/20/2019,Credit card,203.36,308.96,79.91,251.7165
375-72-3056,Mandalay,1/19/2019,Ewallet,204.52,310.88,63.06,198.639
795-49-7276,Yangon,3/23/2019,Ewallet,148.6,478.8,37.15,156.03
556-72-8512,Naypyitaw,1/30/2019,Cash,22.96,572.95,22.96,24.108
831-64-0259,Mandalay,2/22/2019,Ewallet,206.91,314.64,39.75,208.6875
590-83-4591,Mandalay,2/17/2019,Credit card,207.27,315.02,87.45,550.935
510-09-5628,Yangon,3/15/2019,Credit card,196.6,74.34,19.66,206.43
730-61-8757,Mandalay,1/25/2019,Credit card,211.44,316.6,51.13,214.746
148-82-2527,Naypyitaw,03/05/2019,Credit card,121.2,327.95,12.12,127.26
552-44-5977,Mandalay,01/03/2019,Credit card,211.56,317.56,62,520.8
346-12-3257,Mandalay,03/04/2019,Cash,212.45,318.99,19.24,181.818
556-97-7101,Naypyitaw,01/01/2019,Cash,126.44,545.22,63.22,132.762
862-59-8517,Naypyitaw,1/27/2019,Cash,541.44,53.5,90.24,568.512
376-02-8238,Mandalay,02/02/2019,Credit card,214.3,326.8,93.87,788.508
420-18-8989,Yangon,02/02/2019,Cash,412.16,161.46,51.52,432.768
514-37-2845,Mandalay,3/20/2019,Cash,220.23,326.85,99.25,208.425
573-98-8548,Naypyitaw,01/05/2019,Ewallet,31.9,115.08,31.9,33.495
620-02-2046,Naypyitaw,1/27/2019,Ewallet,138.8,624.64,69.4,145.74
241-96-5076,Mandalay,01/08/2019,Credit card,222.12,327.7,49.1,103.11
135-13-8269,Mandalay,1/26/2019,Cash,229.5,332.18,78.88,165.648
726-29-6793,Yangon,1/28/2019,Ewallet,193.44,380.16,24.18,203.112
284-34-9626,Mandalay,02/11/2019,Credit card,229.96,334.88,77.04,242.676
636-17-0325,Mandalay,2/25/2019,Cash,231.12,339.45,62.57,262.794
261-12-8671,Mandalay,1/25/2019,Credit card,235.8,339.6,60.96,128.016
602-80-9671,Naypyitaw,02/09/2019,Credit card,95.7,904.05,15.95,100.485
598-06-7312,Mandalay,2/16/2019,Cash,239.73,340.86,91.35,95.9175
209-61-0206,Yangon,01/05/2019,Ewallet,214.55,80.82,42.91,225.2775
595-27-4851,Yangon,1/27/2019,Ewallet,379.96,310.3,54.28,398.958
189-52-0236,Yangon,3/14/2019,Cash,696.85,121.2,99.55,731.6925
503-07-0930,Naypyitaw,2/23/2019,Credit card,408.73,564.48,58.39,429.1665
413-20-6708,Naypyitaw,3/18/2019,Ewallet,51.47,151.91,51.47,54.0435
559-61-5987,Mandalay,1/14/2019,Cash,240.72,345.23,17.75,18.6375
521-18-7827,Naypyitaw,1/22/2019,Credit card,196.95,272.25,39.39,206.7975
220-28-1851,Yangon,03/01/2019,Ewallet,69.46,89.25,34.73,72.933
600-38-9738,Naypyitaw,1/17/2019,Credit card,359.6,256,71.92,377.58
354-25-5821,Mandalay,02/08/2019,Cash,240.96,345.78,69.12,435.456
451-28-5717,Naypyitaw,3/20/2019,Cash,499.02,689.04,83.17,523.971
609-81-8548,Yangon,02/06/2019,Credit card,224.64,734.8,37.44,235.872
133-14-7229,Naypyitaw,01/01/2019,Cash,125.74,221.1,62.87,132.027
534-01-4457,Yangon,1/27/2019,Credit card,490.26,978.8,81.71,514.773
719-89-8991,Yangon,2/25/2019,Ewallet,457.05,77.14,91.41,479.9025
390-80-5128,Mandalay,1/28/2019,Credit card,241.2,347.38,19.15,20.1075
132-32-9879,Mandalay,03/09/2019,Cash,243,355,93.96,394.632
286-75-7818,Mandalay,1/31/2019,Credit card,244.2,355.42,69.08,145.068
827-77-7633,Yangon,2/17/2019,Cash,882.81,367.31,98.09,926.9505
287-83-1405,Yangon,02/12/2019,Ewallet,152.58,169.07,25.43,160.209
435-13-4908,Yangon,1/24/2019,Credit card,693.44,348.6,86.68,728.112
779-42-2410,Mandalay,2/20/2019,Ewallet,246.36,356.04,57.74,181.881
236-27-1144,Naypyitaw,3/26/2019,Ewallet,146.79,115.44,16.31,154.1295
892-05-6689,Yangon,03/11/2019,Ewallet,141.6,396.48,28.32,148.68
583-41-4548,Naypyitaw,02/07/2019,Ewallet,116.69,310.38,16.67,122.5245
238-45-6950,Mandalay,03/01/2019,Ewallet,248.76,366.86,53.72,56.406
643-38-7867,Yangon,03/07/2019,Ewallet,97.94,493.02,97.94,102.837
308-81-0538,Yangon,2/25/2019,Credit card,292.2,412,73.05,306.81
358-88-9262,Naypyitaw,02/01/2019,Ewallet,524.88,669.53,87.48,551.124
460-35-4390,Yangon,1/22/2019,Ewallet,92.04,374.64,30.68,96.642
343-87-0864,Naypyitaw,01/03/2019,Credit card,75.88,179.66,75.88,79.674
449-27-2918,Mandalay,3/26/2019,Credit card,250.28,367.95,39.12,41.076
243-47-2663,Naypyitaw,1/28/2019,Credit card,112.62,526.47,18.77,118.251
499-27-7781,Mandalay,3/14/2019,Ewallet,251.4,372.96,53.21,446.964
761-49-0439,Mandalay,1/19/2019,Ewallet,251.4,373.15,12.1,101.64
647-50-1224,Yangon,01/12/2019,Ewallet,294.2,294.84,29.42,308.91
541-48-8554,Yangon,01/07/2019,Credit card,548.55,337.44,60.95,575.9775
741-73-3559,Mandalay,2/27/2019,Cash,257.7,374.33,67.27,353.1675
213-32-1216,Yangon,1/23/2019,Cash,396.36,501.81,66.06,416.178
198-66-9832,Mandalay,02/04/2019,Cash,258.37,376.25,72.04,151.284
868-52-7573,Mandalay,1/14/2019,Cash,259,378.36,99.69,523.3725
343-61-3544,Mandalay,1/29/2019,Cash,263.94,381.36,26.67,280.035
399-69-4630,Naypyitaw,03/07/2019,Credit card,133.26,84.8,22.21,139.923
134-75-2619,Yangon,3/25/2019,Cash,135.24,628.32,19.32,142.002
602-16-6955,Mandalay,1/24/2019,Ewallet,266.7,386.88,76.6,804.3
173-50-1108,Mandalay,2/13/2019,Credit card,267.78,388.8,20.18,84.756
283-26-5248,Naypyitaw,1/30/2019,Ewallet,985.2,608.94,98.52,1034.46
712-39-0363,Yangon,01/02/2019,Ewallet,249.96,91.3,41.66,262.458
218-59-9410,Yangon,3/29/2019,Ewallet,217.26,268.8,72.42,228.123
268-27-6179,Mandalay,03/09/2019,Ewallet,272.1,390,56.47,474.348
866-99-7614,Naypyitaw,02/11/2019,Credit card,892,525.2,89.2,936.6
190-59-3964,Mandalay,02/03/2019,Credit card,274.3,391.68,47.16,247.59
760-90-2357,Yangon,3/20/2019,Ewallet,447.06,186.48,74.51,469.413
226-34-0034,Mandalay,01/10/2019,Ewallet,274.84,402.48,13.78,57.876
698-98-5964,Yangon,1/17/2019,Credit card,812.1,305.4,81.21,852.705
718-57-9773,Naypyitaw,02/03/2019,Credit card,493.3,132.42,49.33,517.965
651-88-7328,Yangon,01/01/2019,Cash,591.66,563.7,65.74,621.243
608-05-3804,Mandalay,2/25/2019,Cash,276.12,404.86,39.75,41.7375
408-26-9866,Naypyitaw,03/02/2019,Ewallet,517.86,247.18,73.98,543.753
276-54-0879,Mandalay,03/12/2019,Ewallet,277.34,406,97.74,410.508
430-02-3888,Mandalay,02/07/2019,Cash,279.66,408.48,46.02,289.926
239-48-4278,Yangon,03/10/2019,Ewallet,70.91,650.4,10.13,74.4555
374-38-5555,Mandalay,02/07/2019,Ewallet,285.11,415.48,63.71,334.4775
550-84-8664,Yangon,3/22/2019,Credit card,429.55,322.72,85.91,451.0275
632-32-4574,Mandalay,3/20/2019,Cash,285.92,415.48,75.92,637.728
191-10-6171,Mandalay,1/25/2019,Cash,290.04,416.13,39.62,291.207
592-34-6155,Naypyitaw,1/14/2019,Ewallet,127.08,276.26,31.77,133.434
797-88-0493,Yangon,3/26/2019,Cash,257.08,192.51,64.27,269.934
182-69-8360,Mandalay,1/30/2019,Credit card,290.4,417.2,23.65,99.33
390-31-6381,Naypyitaw,01/07/2019,Cash,81.66,480.6,27.22,85.743
443-82-0585,Yangon,02/01/2019,Cash,310.72,98.64,77.68,326.256
339-18-7061,Naypyitaw,2/13/2019,Credit card,185.96,165,92.98,195.258
458-61-0011,Mandalay,2/20/2019,Cash,295.28,418.95,60.3,253.26
154-74-7179,Mandalay,2/26/2019,Ewallet,296.37,420,54.45,57.1725
127-47-6963,Yangon,03/09/2019,Credit card,206.84,176.82,51.71,217.182
278-86-2735,Yangon,3/27/2019,Cash,157.02,73.95,52.34,164.871
695-28-6250,Yangon,02/04/2019,Ewallet,215.3,229.03,43.06,226.065
379-17-6588,Naypyitaw,3/14/2019,Cash,596.1,428.16,59.61,625.905
227-50-3718,Yangon,03/04/2019,Cash,73.1,650.26,14.62,76.755
302-15-2162,Naypyitaw,03/03/2019,Credit card,279.18,324.96,46.53,293.139
788-07-8452,Naypyitaw,1/27/2019,Ewallet,169.68,432.6,24.24,178.164
560-49-6611,Yangon,02/07/2019,Cash,45.58,867.24,45.58,47.859
880-35-0356,Yangon,02/05/2019,Ewallet,225.6,300.72,75.2,236.88
711-31-1234,Mandalay,3/16/2019,Cash,299.1,420,95.64,401.688
149-71-6266,Mandalay,1/28/2019,Cash,302.7,420,78.07,737.7615
152-68-2907,Yangon,2/15/2019,Credit card,156.6,272.58,52.2,164.43
123-35-4896,Naypyitaw,2/17/2019,Ewallet,419.94,652.86,46.66,440.937
258-69-7810,Naypyitaw,1/26/2019,Cash,184.25,712.25,36.85,193.4625
334-64-2006,Yangon,3/24/2019,Ewallet,140.64,392.6,70.32,147.672
219-61-4139,Naypyitaw,1/23/2019,Ewallet,83.08,797.58,83.08,87.234
881-41-7302,Naypyitaw,1/26/2019,Credit card,64.99,608.16,64.99,68.2395
373-09-4567,Naypyitaw,3/14/2019,Ewallet,775.6,618.03,77.56,814.38
608-27-6295,Mandalay,1/19/2019,Credit card,302.96,420.92,52.89,333.207
484-22-8230,Naypyitaw,01/08/2019,Cash,363.23,599.26,51.89,381.3915
573-10-3877,Mandalay,03/12/2019,Credit card,306.45,421.29,39.01,40.9605
559-98-9873,Yangon,02/10/2019,Ewallet,375.55,907.6,53.65,394.3275
544-32-5024,Naypyitaw,3/28/2019,Credit card,199.16,470.58,49.79,209.118
318-12-0304,Yangon,1/23/2019,Ewallet,30.61,852.75,30.61,32.1405
582-52-8065,Mandalay,2/22/2019,Cash,317.34,421.77,54.31,513.2295
421-95-9805,Yangon,02/07/2019,Credit card,28.96,142.38,28.96,30.408
277-35-5865,Naypyitaw,03/09/2019,Cash,890.73,303.42,98.97,935.2665
369-82-2676,Mandalay,1/15/2019,Ewallet,318.42,421.98,75.66,397.215
284-54-4231,Naypyitaw,1/19/2019,Credit card,80.93,265.5,80.93,84.9765
443-59-0061,Yangon,02/03/2019,Ewallet,674.5,471.09,67.45,708.225
509-29-3912,Yangon,3/20/2019,Ewallet,348.48,301.2,38.72,365.904
505-02-0892,Mandalay,2/25/2019,Ewallet,318.55,422.5,42.57,357.588
840-19-2096,Naypyitaw,3/14/2019,Ewallet,439.55,961.48,87.91,461.5275
828-46-6863,Yangon,1/23/2019,Credit card,591.18,884.52,98.53,620.739
641-96-3695,Naypyitaw,02/07/2019,Ewallet,260.76,618.09,43.46,273.798
420-97-3340,Yangon,3/28/2019,Credit card,215.04,138.6,71.68,225.792
436-54-4512,Yangon,3/20/2019,Cash,91.61,432.63,91.61,96.1905
571-94-0759,Mandalay,01/08/2019,Cash,319.9,425,74.6,783.3
431-66-2305,Mandalay,2/15/2019,Credit card,327.06,425.4,88.25,833.9625
794-32-2436,Mandalay,3/27/2019,Ewallet,328.59,427.5,55.67,116.907
452-04-8808,Mandalay,1/26/2019,Cash,332.1,430.4,87.08,640.038
816-57-2053,Yangon,03/09/2019,Ewallet,121.74,717.75,60.87,127.827
457-94-0464,Mandalay,1/31/2019,Ewallet,333.4,430.56,87.87,830.3715
856-66-2701,Yangon,1/25/2019,Ewallet,159.9,215.08,53.3,167.895
308-39-1707,Yangon,1/26/2019,Credit card,12.09,155.1,12.09,12.6945
149-61-1929,Yangon,1/19/2019,Credit card,641.9,409.28,64.19,673.995
655-07-2265,Yangon,03/05/2019,Ewallet,234.93,208.6,78.31,246.6765
589-02-8023,Yangon,1/15/2019,Credit card,167.54,32.4,83.77,175.917
834-83-1826,Mandalay,2/25/2019,Credit card,334.86,430.76,82.04,430.71
679-22-6530,Mandalay,1/17/2019,Credit card,335.79,432.14,40.62,85.302
641-43-2399,Mandalay,1/26/2019,Ewallet,335.88,432.6,25.55,107.31
610-46-4100,Yangon,03/03/2019,Credit card,202.65,665.21,28.95,212.7825
318-81-2368,Naypyitaw,3/19/2019,Cash,46.2,240.76,46.2,48.51
560-30-5617,Mandalay,3/24/2019,Cash,336.35,433.25,24.77,130.0425
149-15-7606,Mandalay,03/06/2019,Ewallet,337.15,434.4,37.32,352.674
453-63-6187,Mandalay,03/01/2019,Ewallet,339.36,435.42,27.5,86.625
155-45-3814,Naypyitaw,3/19/2019,Ewallet,708.4,183.54,88.55,743.82
351-62-0822,Mandalay,02/06/2019,Ewallet,339.57,437.69,14.48,60.816
131-15-8856,Naypyitaw,3/30/2019,Credit card,580.16,139.98,72.52,609.168
273-84-2164,Naypyitaw,2/16/2019,Ewallet,60.25,299.42,12.05,63.2625
706-36-6154,Yangon,1/18/2019,Ewallet,174.24,149.04,19.36,182.952
778-89-7974,Naypyitaw,3/30/2019,Cash,421.26,202.65,70.21,442.323
313-66-9943,Mandalay,3/27/2019,Credit card,340.56,442.12,29.15,91.8225
859-71-0933,Naypyitaw,1/16/2019,Cash,30.98,223.6,15.49,32.529
740-11-5257,Naypyitaw,2/24/2019,Cash,247.4,697.16,24.74,259.77
545-46-3100,Mandalay,03/12/2019,Credit card,342.1,444,10.59,33.3585
510-79-0415,Mandalay,1/24/2019,Ewallet,343.7,444.6,23.08,145.404
742-04-5161,Yangon,02/03/2019,Cash,727.8,362.94,72.78,764.19
695-09-5146,Mandalay,2/23/2019,Ewallet,345.54,448.14,98.79,311.1885
318-68-5053,Mandalay,2/27/2019,Cash,347.7,450.72,76.99,485.037
169-52-4504,Yangon,3/14/2019,Credit card,47.07,537.9,15.69,49.4235
250-81-7186,Naypyitaw,2/27/2019,Credit card,99.69,236.46,99.69,104.6745
562-12-5430,Yangon,1/18/2019,Ewallet,264.45,216.92,88.15,277.6725
816-72-8853,Yangon,1/29/2019,Cash,139.65,682.86,27.93,146.6325
491-38-3499,Yangon,2/26/2019,Credit card,55.45,421.74,55.45,58.2225
321-49-7382,Mandalay,2/15/2019,Credit card,352.5,451.72,88.31,92.7255
842-29-4695,Naypyitaw,1/16/2019,Credit card,119.98,237.2,17.14,125.979
751-15-6198,Mandalay,01/12/2019,Ewallet,356.56,456.09,23.01,144.963
641-51-2661,Naypyitaw,02/12/2019,Credit card,871,150.28,87.1,914.55
714-02-3114,Naypyitaw,2/21/2019,Cash,197.6,645.32,98.8,207.48
518-17-2983,Yangon,02/04/2019,Ewallet,194.52,125,48.63,204.246
279-74-2924,Mandalay,01/04/2019,Cash,357.49,456.74,72.17,75.7785
242-11-3142,Mandalay,2/24/2019,Cash,365.26,457.52,83.77,175.917
408-66-6712,Naypyitaw,2/16/2019,Ewallet,286.26,647.7,47.71,300.573
777-67-2495,Mandalay,2/22/2019,Ewallet,365.49,462.13,68.97,217.2555
588-47-8641,Yangon,1/14/2019,Ewallet,560.4,291.39,56.04,588.42
414-12-7047,Mandalay,1/18/2019,Ewallet,366.16,471.69,19.79,166.236
690-01-6631,Mandalay,2/22/2019,Ewallet,366.4,475.54,17.49,183.645
